商品番号,商品名,宅配サイズ,内寸,外形三辺合計,厚み,形式,パレット配置,価格,URL
MAS140-148,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×4段］（580×230×430mm）5mm A/F 白C5×C5,宅配140サイズ,580×230×430mm,140cm,5mm A/F,C5×C5,1段8箱×4段,"6 円",https://www.notosiki.co.jp/item/detail?num=MAS140-148
MAS140-149,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×4段］（584×234×438mm）3mm B/F 白C5×C5,宅配140サイズ,584×234×438mm,140cm,3mm B/F,C5×C5,1段8箱×4段,"6 円",https://www.notosiki.co.jp/item/detail?num=MAS140-149
MA140-329,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×4段］（580×230×430mm）5mm A/F K6×強化芯180g×K6,宅配140サイズ,580×230×430mm,140cm,5mm A/F,K6×強化芯180g×K6,1段8箱×4段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA140-329
MA140-330,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×4段］（574×224×418mm）8mm W/F C5×C5,宅配140サイズ,574×224×418mm,140cm,8mm W/F,C5×C5,1段8箱×4段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA140-330
MA120-237,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×5段］（584×234×348mm）3mm B/F C5×C5,宅配120サイズ,584×234×348mm,120cm,3mm B/F,C5×C5,1段8箱×5段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA120-237
MA120-238,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×5段］（580×230×340mm）5mm A/F K5×K5,宅配120サイズ,580×230×340mm,120cm,5mm A/F,K5×K5,1段8箱×5段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA120-238
MAS120-099,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×5段］（580×230×340mm）5mm A/F 白C5×C5,宅配120サイズ,580×230×340mm,120cm,5mm A/F,C5×C5,1段8箱×5段,"6 円",https://www.notosiki.co.jp/item/detail?num=MAS120-099
MAS120-100,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×5段］（584×234×348mm）3mm B/F 白C5×C5,宅配120サイズ,584×234×348mm,120cm,3mm B/F,C5×C5,1段8箱×5段,"6 円",https://www.notosiki.co.jp/item/detail?num=MAS120-100
MA120-239,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×5段］（580×230×340mm）5mm A/F K6×強化芯180g×K6,宅配120サイズ,580×230×340mm,120cm,5mm A/F,K6×強化芯180g×K6,1段8箱×5段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA120-239
MA120-240,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×5段］（574×224×328mm）8mm W/F C5×C5,宅配120サイズ,574×224×328mm,120cm,8mm W/F,C5×C5,1段8箱×5段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA120-240
MA120-241,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×6段］（584×234×288mm）3mm B/F C5×C5,宅配120サイズ,584×234×288mm,120cm,3mm B/F,C5×C5,1段8箱×6段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA120-241
MA120-242,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×6段］（580×230×280mm）5mm A/F K5×K5,宅配120サイズ,580×230×280mm,120cm,5mm A/F,K5×K5,1段8箱×6段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA120-242
MAS120-101,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×6段］（580×230×280mm）5mm A/F 白C5×C5,宅配120サイズ,580×230×280mm,120cm,5mm A/F,C5×C5,1段8箱×6段,"6 円",https://www.notosiki.co.jp/item/detail?num=MAS120-101
MAS120-102,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×6段］（584×234×288mm）3mm B/F 白C5×C5,宅配120サイズ,584×234×288mm,120cm,3mm B/F,C5×C5,1段8箱×6段,"6 円",https://www.notosiki.co.jp/item/detail?num=MAS120-102
MA120-243,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×6段］（580×230×280mm）5mm A/F K6×強化芯180g×K6,宅配120サイズ,580×230×280mm,120cm,5mm A/F,K6×強化芯180g×K6,1段8箱×6段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA120-243
MA120-244,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×6段］（574×224×268mm）8mm W/F C5×C5,宅配120サイズ,574×224×268mm,120cm,8mm W/F,C5×C5,1段8箱×6段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA120-244
MA120-245,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×7段］（584×234×238mm）3mm B/F C5×C5,宅配120サイズ,584×234×238mm,120cm,3mm B/F,C5×C5,1段8箱×7段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA120-245
MA120-246,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×7段］（580×230×230mm）5mm A/F K5×K5,宅配120サイズ,580×230×230mm,120cm,5mm A/F,K5×K5,1段8箱×7段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA120-246
MAS120-103,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×7段］（580×230×230mm）5mm A/F 白C5×C5,宅配120サイズ,580×230×230mm,120cm,5mm A/F,C5×C5,1段8箱×7段,"6 円",https://www.notosiki.co.jp/item/detail?num=MAS120-103
MAS120-104,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×7段］（584×234×238mm）3mm B/F 白C5×C5,宅配120サイズ,584×234×238mm,120cm,3mm B/F,C5×C5,1段8箱×7段,"6 円",https://www.notosiki.co.jp/item/detail?num=MAS120-104
MA120-247,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×7段］（580×230×230mm）5mm A/F K6×強化芯180g×K6,宅配120サイズ,580×230×230mm,120cm,5mm A/F,K6×強化芯180g×K6,1段8箱×7段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA120-247
MA120-248,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×7段］（574×224×218mm）8mm W/F C5×C5,宅配120サイズ,574×224×218mm,120cm,8mm W/F,C5×C5,1段8箱×7段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA120-248
MA120-249,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×8段］（584×234×208mm）3mm B/F C5×C5,宅配120サイズ,584×234×208mm,120cm,3mm B/F,C5×C5,1段8箱×8段,"7 円",https://www.notosiki.co.jp/item/detail?num=MA120-249
MA120-250,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×8段］（580×230×200mm）5mm A/F K5×K5,宅配120サイズ,580×230×200mm,120cm,5mm A/F,K5×K5,1段8箱×8段,"7 円",https://www.notosiki.co.jp/item/detail?num=MA120-250
MAS120-105,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×8段］（580×230×200mm）5mm A/F 白C5×C5,宅配120サイズ,580×230×200mm,120cm,5mm A/F,C5×C5,1段8箱×8段,"7 円",https://www.notosiki.co.jp/item/detail?num=MAS120-105
MAS120-106,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×8段］（584×234×208mm）3mm B/F 白C5×C5,宅配120サイズ,584×234×208mm,120cm,3mm B/F,C5×C5,1段8箱×8段,"7 円",https://www.notosiki.co.jp/item/detail?num=MAS120-106
MA120-251,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×8段］（580×230×200mm）5mm A/F K6×強化芯180g×K6,宅配120サイズ,580×230×200mm,120cm,5mm A/F,K6×強化芯180g×K6,1段8箱×8段,"7 円",https://www.notosiki.co.jp/item/detail?num=MA120-251
MA120-252,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×8段］（574×224×188mm）8mm W/F C5×C5,宅配120サイズ,574×224×188mm,120cm,8mm W/F,C5×C5,1段8箱×8段,"7 円",https://www.notosiki.co.jp/item/detail?num=MA120-252
MA120-253,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×9段］（584×234×188mm）3mm B/F C5×C5,宅配120サイズ,584×234×188mm,120cm,3mm B/F,C5×C5,1段8箱×9段,"7 円",https://www.notosiki.co.jp/item/detail?num=MA120-253
MA120-254,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×9段］（580×230×180mm）5mm A/F K5×K5,宅配120サイズ,580×230×180mm,120cm,5mm A/F,K5×K5,1段8箱×9段,"7 円",https://www.notosiki.co.jp/item/detail?num=MA120-254
MAS120-107,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×9段］（580×230×180mm）5mm A/F 白C5×C5,宅配120サイズ,580×230×180mm,120cm,5mm A/F,C5×C5,1段8箱×9段,"7 円",https://www.notosiki.co.jp/item/detail?num=MAS120-107
MAS120-108,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×9段］（584×234×188mm）3mm B/F 白C5×C5,宅配120サイズ,584×234×188mm,120cm,3mm B/F,C5×C5,1段8箱×9段,"7 円",https://www.notosiki.co.jp/item/detail?num=MAS120-108
MA120-255,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×9段］（580×230×180mm）5mm A/F K6×強化芯180g×K6,宅配120サイズ,580×230×180mm,120cm,5mm A/F,K6×強化芯180g×K6,1段8箱×9段,"7 円",https://www.notosiki.co.jp/item/detail?num=MA120-255
MA120-256,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×9段］（574×224×168mm）8mm W/F C5×C5,宅配120サイズ,574×224×168mm,120cm,8mm W/F,C5×C5,1段8箱×9段,"7 円",https://www.notosiki.co.jp/item/detail?num=MA120-256
MA120-258,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×10段］（580×230×160mm）5mm A/F K5×K5,宅配120サイズ,580×230×160mm,120cm,5mm A/F,K5×K5,1段8箱×10段,"7 円",https://www.notosiki.co.jp/item/detail?num=MA120-258
MAS120-110,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×10段］（584×234×168mm）3mm B/F 白C5×C5,宅配120サイズ,584×234×168mm,120cm,3mm B/F,C5×C5,1段8箱×10段,"7 円",https://www.notosiki.co.jp/item/detail?num=MAS120-110
MA120-259,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×10段］（580×230×160mm）5mm A/F K6×強化芯180g×K6,宅配120サイズ,580×230×160mm,120cm,5mm A/F,K6×強化芯180g×K6,1段8箱×10段,"7 円",https://www.notosiki.co.jp/item/detail?num=MA120-259
MA120-260,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×10段］（574×224×148mm）8mm W/F C5×C5,宅配120サイズ,574×224×148mm,120cm,8mm W/F,C5×C5,1段8箱×10段,"7 円",https://www.notosiki.co.jp/item/detail?num=MA120-260
MA140-331,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段4箱×6段］（560×500×280mm）5mm A/F K6×強化芯180g×K6,宅配140サイズ,560×500×280mm,140cm,5mm A/F,K6×強化芯180g×K6,1段4箱×6段,"7 円",https://www.notosiki.co.jp/item/detail?num=MA140-331
MA140-332,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段4箱×7段］（564×504×238mm）3mm B/F C5×C5,宅配140サイズ,564×504×238mm,140cm,3mm B/F,C5×C5,1段4箱×7段,"7 円",https://www.notosiki.co.jp/item/detail?num=MA140-332
MA140-333,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段4箱×7段］（560×500×230mm）5mm A/F K5×K5,宅配140サイズ,560×500×230mm,140cm,5mm A/F,K5×K5,1段4箱×7段,"7 円",https://www.notosiki.co.jp/item/detail?num=MA140-333
MAS140-150,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段4箱×7段］（560×500×230mm）5mm A/F 白C5×C5,宅配140サイズ,560×500×230mm,140cm,5mm A/F,C5×C5,1段4箱×7段,"7 円",https://www.notosiki.co.jp/item/detail?num=MAS140-150
MAS140-151,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段4箱×7段］（564×504×238mm）3mm B/F 白C5×C5,宅配140サイズ,564×504×238mm,140cm,3mm B/F,C5×C5,1段4箱×7段,"7 円",https://www.notosiki.co.jp/item/detail?num=MAS140-151
MA140-334,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段4箱×7段］（560×500×230mm）5mm A/F K6×強化芯180g×K6,宅配140サイズ,560×500×230mm,140cm,5mm A/F,K6×強化芯180g×K6,1段4箱×7段,"7 円",https://www.notosiki.co.jp/item/detail?num=MA140-334
MA140-335,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段4箱×7段］（554×494×218mm）8mm W/F C5×C5,宅配140サイズ,554×494×218mm,140cm,8mm W/F,C5×C5,1段4箱×7段,"7 円",https://www.notosiki.co.jp/item/detail?num=MA140-335
MA140-336,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段4箱×8段］（564×504×208mm）3mm B/F C5×C5,宅配140サイズ,564×504×208mm,140cm,3mm B/F,C5×C5,1段4箱×8段,"7 円",https://www.notosiki.co.jp/item/detail?num=MA140-336
MAS140-152,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段4箱×8段］（560×500×200mm）5mm A/F 白C5×C5,宅配140サイズ,560×500×200mm,140cm,5mm A/F,C5×C5,1段4箱×8段,"7 円",https://www.notosiki.co.jp/item/detail?num=MAS140-152
MAS140-153,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段4箱×8段］（564×504×208mm）3mm B/F 白C5×C5,宅配140サイズ,564×504×208mm,140cm,3mm B/F,C5×C5,1段4箱×8段,"7 円",https://www.notosiki.co.jp/item/detail?num=MAS140-153
MA140-338,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段4箱×8段］（560×500×200mm）5mm A/F K6×強化芯180g×K6,宅配140サイズ,560×500×200mm,140cm,5mm A/F,K6×強化芯180g×K6,1段4箱×8段,"7 円",https://www.notosiki.co.jp/item/detail?num=MA140-338
MA140-339,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段4箱×8段］（554×494×188mm）8mm W/F C5×C5,宅配140サイズ,554×494×188mm,140cm,8mm W/F,C5×C5,1段4箱×8段,"7 円",https://www.notosiki.co.jp/item/detail?num=MA140-339
MA140-341,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段4箱×9段］（560×500×180mm）5mm A/F K5×K5,宅配140サイズ,560×500×180mm,140cm,5mm A/F,K5×K5,1段4箱×9段,"7 円",https://www.notosiki.co.jp/item/detail?num=MA140-341
MAS140-154,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段4箱×9段］（560×500×180mm）5mm A/F 白C5×C5,宅配140サイズ,560×500×180mm,140cm,5mm A/F,C5×C5,1段4箱×9段,"7 円",https://www.notosiki.co.jp/item/detail?num=MAS140-154
MAS140-155,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段4箱×9段］（564×504×188mm）3mm B/F 白C5×C5,宅配140サイズ,564×504×188mm,140cm,3mm B/F,C5×C5,1段4箱×9段,"7 円",https://www.notosiki.co.jp/item/detail?num=MAS140-155
MA140-342,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段4箱×9段］（560×500×180mm）5mm A/F K6×強化芯180g×K6,宅配140サイズ,560×500×180mm,140cm,5mm A/F,K6×強化芯180g×K6,1段4箱×9段,"7 円",https://www.notosiki.co.jp/item/detail?num=MA140-342
MA140-343,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段4箱×9段］（554×494×168mm）8mm W/F C5×C5,宅配140サイズ,554×494×168mm,140cm,8mm W/F,C5×C5,1段4箱×9段,"7 円",https://www.notosiki.co.jp/item/detail?num=MA140-343
MA140-344,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段4箱×10段］（564×504×168mm）3mm B/F C5×C5,宅配140サイズ,564×504×168mm,140cm,3mm B/F,C5×C5,1段4箱×10段,"7 円",https://www.notosiki.co.jp/item/detail?num=MA140-344
MA140-345,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段4箱×10段］（560×500×160mm）5mm A/F K5×K5,宅配140サイズ,560×500×160mm,140cm,5mm A/F,K5×K5,1段4箱×10段,"7 円",https://www.notosiki.co.jp/item/detail?num=MA140-345
MAS140-156,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段4箱×10段］（560×500×160mm）5mm A/F 白C5×C5,宅配140サイズ,560×500×160mm,140cm,5mm A/F,C5×C5,1段4箱×10段,"7 円",https://www.notosiki.co.jp/item/detail?num=MAS140-156
MAS140-157,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段4箱×10段］（564×504×168mm）3mm B/F 白C5×C5,宅配140サイズ,564×504×168mm,140cm,3mm B/F,C5×C5,1段4箱×10段,"7 円",https://www.notosiki.co.jp/item/detail?num=MAS140-157
MA140-346,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段4箱×10段］（560×500×160mm）5mm A/F K6×強化芯180g×K6,宅配140サイズ,560×500×160mm,140cm,5mm A/F,K6×強化芯180g×K6,1段4箱×10段,"7 円",https://www.notosiki.co.jp/item/detail?num=MA140-346
